Gene_Name,Gene_symbol,Human_entrez,Rat_entrez,Mouse_entrez,Synonym,DbTF,PMID,Uniprot_Human,Uniprot_Rat,Uniprot_mouse
RNF2,ring finger protein 2,6045,304850,19821,BAP-1|BAP1|DING|HIPI3|RING1B|RING2,yes,16687444,Q99496,Q4KLY4,Q9CQJ4
RORA,RAR-related orphan receptor A,6095,300807,19883,NR1F1|ROR1|ROR2|ROR3|RZR-ALPHA|RZRA,yes,7926749,P35398,D3ZDZ3,"B1B189,P51448"
RORB,RAR-related orphan receptor B,6096,309288,225998,NR1F2|ROR-BETA|RZR-BETA|RZRB|BA133M9.1,yes,7935491,"Q58EY0,Q92753",F1LQ88,Q8R1B8
RORC,RAR-related orphan receptor C,6097,368158,19885,NR1F3|RORG|RZR-GAMMA|RZRG|TOR,yes,21392046,"Q6I9R9,F1D8P6,P51449",,P51450
RREB1,ras responsive element binding protein 1,6239,306873,68750,FINB|HNT|LZ321|RREB-1|ZEP-1,yes,8816445,Q92766,D3ZI11,Q3UH06
RUNX1,runt-related transcription factor 1,861,50662,12394,AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2AB,yes,8035830,Q01196,Q63046,"G3UWD2,Q03347,G3X9W7,Q3UM65"
RUNX2,runt-related transcription factor 2,860,367218,12393,AML3|CBFA1|CCD|CCD1|OSF-2|OSF2|PEA2AA|PEBP2A1|PEBP2A2|PEBP2AA|PEBP2AA1,yes,"11451945, 16574347",Q13950,,"F8WHN7,Q08775"
RUNX3,runt-related transcription factor 3,864,156726,12399,AML2|CBFA3|PEBP2AC,yes,16164020,Q13761,Q91ZK1,Q3U1Q3
RXRA,"retinoid X receptor, alpha",6256,25271,20181,NR2B1,yes,7838715,"Q6P3U7,F1D8Q5,P19793",Q0VJ96,"Q3UMU4,P28700,A2AJP1"
RXRB,"retinoid X receptor, beta",6257,361801,20182,DAUDI6|H-2RIIBP|NR2B2|RCOR-1,yes,12767074,"Q5STP9,P28702,Q5STQ1",,"Q8VCR0,Q3TWJ1,P28704"
RXRG,"retinoid X receptor, gamma",6258,83574,20183,NR2B3|RXRC,yes,10328854,"F1T097,P48443,F1D8Q7",Q5BJR8,"E9Q9V9,P28705"
SALL1,sal-like 1 (Drosophila),6299,307740,58198,HSAL1|SAL-1|TBS|ZNF794,yes,19942929,Q9NSC2,D3ZIF4,Q6P5E3
SALL2,sal-like 2 (Drosophila),6297,305854,50524,HSAL2|SAL-2|ZNF795|P150(SAL2),yes,21362508,Q9Y467,D4ADE6,"Q8BP69,Q9QX96"
SALL3,sal-like 3 (Drosophila),27164,364910,20689,ZNF796,yes,19139273,"Q9BXA9,A9JR48",,Q62255
SALL4,sal-like 4 (Drosophila),57167,0,99377,DRRS|HSAL4|ZNF797|DJ1112F19.1,yes,16840789,Q9UJQ4,,"A2AUZ9,Q8BX22,A2AUZ8"
SARNP,SAP domain containing ribonucleoprotein,84324,0,0,CIP29|HCC1|HSPC316|THO1,yes,18480465,,,
SATB1,SATB homeobox 1,6304,316164,20230,-,yes,19933152,Q01826,Q5U2Y2,Q60611
SATB2,SATB homeobox 2,23314,501145,212712,-,yes,19933152,"Q59FT3,B3KPQ9,Q9UPW6",D3ZJ19,"Q546B3,Q8VI24"
SCML4,sex comb on midleg-like 4 (Drosophila),256380,309859,268297,DJ47M23.1,yes,16355110,Q8N228,D3ZRV1,Q80VG1
SCRT1,"scratch homolog 1, zinc finger protein (Drosophila)",83482,366951,170729,SCRT|ZNF898,yes,11274425,Q9BWW7,D4A919,Q99M85
SCRT2,"scratch homolog 2, zinc finger protein (Drosophila)",85508,366229,545474,ZNF898B,yes,11274425,Q9NQ03,D3ZNS5,Q8BTH6
SCX,scleraxis homolog A (mouse),642658,680712,20289,SCX|BHLHA41|BHLHA48,yes,10775504,Q7RTU7,G3V8X3,"Q53ZC3,Q64124"
SHOX,short stature homeobox,6473,0,0,GCFX|PHOG|SHOXY|SS,yes,11751690,O15266,,
SHOX2,short stature homeobox 2,6474,25546,20429,OG12|OG12X|SHOT,yes,20858598,O60902,O35750,P70390
SIM1,single-minded homolog 1 (Drosophila),6492,309888,20464,BHLHE14,yes,11782478,P81133,D3ZMU8,Q61045
SIM2,single-minded homolog 2 (Drosophila),6493,304071,20465,HMC13F06|HMC29C01|SIM|BHLHE15,yes,"11782478, 11782478",Q14190,D4AA36,Q61079
SIX1,SIX homeobox 1,6495,114634,20471,BOS3|DFNA23|TIP39,yes,9826681,Q15475,G3V970,"Q8BSP4,Q62231,Q3V2C3"
SIX2,SIX homeobox 2,10736,366542,20472,-,yes,15327782,"Q9NPC8,Q8TBA2",D3ZM80,Q62232
SIX3,SIX homeobox 3,6496,78974,20473,HPE2,yes,17066077,O95343,Q9ET75,Q62233
SIX4,SIX homeobox 4,51804,299138,20474,AREC3,yes,14966291,Q9UIU6,D3ZAJ7,Q61321
SIX5,SIX homeobox 5,147912,308406,20475,BOR2|DMAHP,yes,17357085,Q8N196,,P70178
SIX6,SIX homeobox 6,4990,314221,20476,MCOPCT2|OPTX2|SIX9,yes,12441302,"Q6P051,O95475",D3ZCC7,"Q9QZ28,B2RSE8"
SKIL,SKI-like oncogene,6498,114208,20482,SNO|SNOA|SNOI|SNON,yes,16442497,P12757,D3ZWL1,"Q60665,Q3TB81"
SMAD1,SMAD family member 1,4086,25671,17125,BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1,yes,"11786386, 11788714",Q15797,Q6P7A6,P70340
SMAD2,SMAD family member 2,4087,29357,17126,JV18|JV18-1|MADH2|MADR2|HMAD-2|HSMAD2,yes,"11139470, 18471442","Q53XR6,Q15796,B7Z5N5",O70436,Q62432
SMAD3,SMAD family member 3,4088,25631,17127,HSPC193|HST17436|JV15-2|LDS1C|LDS3|MADH3,yes,9660945,"F5H383,P84022,Q9P0T0",P84025,"Q8BUN5,B1B1A2"
SMAD4,SMAD family member 4,4089,50554,17128,DPC4|JIP|MADH4|MYHRS,yes,"11788714, 14741200, 15240101",Q13485,O70437,P97471
SMAD5,SMAD family member 5,4090,59328,17129,DWFC|JV5-1|MADH5,yes,11527422,"Q68DB7,Q99717","B1WBR0,Q9R1V3",P97454
SMAD6,SMAD family member 6,4091,367100,17130,AOVD2|HST17432|MADH6|MADH7,yes,11139470,O43541,,O35182
SNAI1,snail homolog 1 (Drosophila),6615,116490,20613,SLUGH2|SNA|SNAH|SNAIL|SNAIL1|DJ710H13.1,yes,12917416,O95863,Q6AY35,"Q02085,Q4FK48"
SNAI2,snail homolog 2 (Drosophila),6591,25554,20583,SLUG|SLUGH1|SNAIL2|WS2D,yes,10518215,O43623,O08954,"P97469,Q3UZ96"
SNAI3,snail homolog 3 (Drosophila),333929,307919,30927,SMUC|SNAIL3|ZNF293|ZFP293,yes,10606664,Q3KNW1,D3ZYQ2,Q9QY31
SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1,402381,362085,227631,C9ORF157|NOHLH|SPATA27|TEB2|BA100C15.3|BHLHE80,yes,16690745,Q5JUK2,,Q6IUP1
SOHLH2,spermatogenesis and oogenesis specific basic helix-loop-helix 2,54937,619575,74434,SPATA28|TEB1|BHLHE81,yes,22328502,Q9NX45,Q3MHT3,Q9D489
SON,SON DNA binding protein,6651,304092,20658,BASS1|C21ORF50|DBP-5|NREBP|SON3,yes,20876580,P18583,,"Q9QX47,Q8C9T5,Q80TM4"
SOX1,SRY (sex determining region Y)-box 1,6656,0,20664,-,yes,9512512,O00570,,Q80XF2
SOX10,SRY (sex determining region Y)-box 10,6663,29361,20665,DOM|PCWH|WS2E|WS4|WS4C,yes,15523643,P56693,O55170,Q04888
SOX11,SRY (sex determining region Y)-box 11,6664,84046,20666,-,yes,"15183730, 18403418",P35716,P0C1G9,Q7M6Y2
SOX12,SRY (sex determining region Y)-box 12,6666,689988,20667,SOX22,yes,18403418,O15370,D3ZZ13,Q04890
SOX13,SRY (sex determining region Y)-box 13,9580,289026,20668,ICA12|SOX-13,yes,10198172,Q9UN79,,Q04891
SOX14,SRY (sex determining region Y)-box 14,8403,300954,20669,SOX28,yes,10677261,O95416,B7SZV3,"Q497H4,Q3UUP3,Q7TNS9,Q04892"
SOX15,SRY (sex determining region Y)-box 15,6665,363632,20670,SOX20|SOX26|SOX27,yes,10821863,O60248,,"Q5F2B2,P43267"
SOX17,SRY (sex determining region Y)-box 17,64321,312936,20671,VUR3,yes,15220343,Q9H6I2,G3V923,Q61473
SOX18,SRY (sex determining region Y)-box 18,54345,311723,20672,HLTS,yes,12446692,P35713,Q4V7E4,"Q3UND6,B7ZCS2,P43680"
SOX2,SRY (sex determining region Y)-box 2,6657,499593,20674,ANOP3|MCOPS3,yes,15860457,P48431,D4A543,"Q3V2B6,P48432,Q60I23"
SOX21,SRY (sex determining region Y)-box 21,11166,306168,223227,SOX25,yes,12446692,Q9Y651,,Q811W0
SOX3,SRY (sex determining region Y)-box 3,6658,367950,20675,GHDX|MRGH|PHP|PHPX|SOXB,yes,11875113,P41225,,"Q5RKW0,A2AM37"
SOX30,SRY (sex determining region Y)-box 30,11063,689918,214105,-,yes,10359848,O94993,,"Q5SUH8,Q8CGW4"
SOX4,SRY (sex determining region Y)-box 4,6659,364712,20677,EVI16,yes,"7706298, 8404853",Q06945,,Q06831
SOX5,SRY (sex determining region Y)-box 5,6660,140587,20678,L-SOX5,yes,"1396566, 8078769, 9755172","F5H5B0,B7Z8V0,P35711",,"Q2TBA9,Q8C4K8,B2KFM4,P35710,B2KFM9"
SOX6,SRY (sex determining region Y)-box 6,55553,293165,20679,HSSOX6|SOXD,yes,11504872,P35712,Q4V8G3,"E9PUW0,P40645,Q8BSS6,Q3V1J7"
SOX7,SRY (sex determining region Y)-box 7,83595,290317,20680,-,yes,15220343,Q9BT81,D3ZTE1,"Q3U1W5,P40646"
SOX8,SRY (sex determining region Y)-box 8,30812,302993,20681,-,yes,"12732652, 12732652",P57073,D3ZR96,"Q543C3,Q04886"
SOX9,SRY (sex determining region Y)-box 9,6662,140586,20682,CMD1|CMPD1|SRA1,yes,19322650,P48436,,"B1AVH1,Q04887"
SP1,Sp1 transcription factor,6667,24790,20683,-,yes,15282343,"G5E9M8,E4Z9M7,P08047",Q01714,"G3X8Q0,O89090"
SP110,SP110 nuclear body protein,3431,301570,109032,IFI41|IFI75|IPR1|VODI,yes,17492906,"F5H1M1,B4DVI4,Q9HB58",Q3KRF1,Q8BVK9
SP2,Sp2 transcription factor,6668,303499,78912,-,yes,10744779,Q02086,D3ZSM5,"Q9D2H6,Q8C5J0"
SP3,Sp3 transcription factor,6670,367846,20687,SPR2,yes,"12591615, 12591615","B7ZLN9,Q02447,Q59FX5,Q86TP0",,O70494
SP4,Sp4 transcription factor,6671,25162,20688,HF1B|SPR-1,yes,15265862,Q02446,Q63158,"Q62445,Q6DFV2"
SP5,Sp5 transcription factor,389058,296510,64406,-,yes,17090534,Q6BEB4,D3ZEM4,Q9JHX2
SP6,Sp6 transcription factor,80320,363672,83395,EPFN|EPIPROFIN|KLF14,yes,19088080,"B3KXP2,Q3SY56",D3ZT88,"Q9ESX2,A2A708"
SP7,Sp7 transcription factor,121340,300260,170574,OI11|OI12|OSX|OSTERIX,yes,"16041384, 16041384",Q8TDD2,"Q6IMK2,Q6IMK1","Q8VI67,Q2KHK9"
SP8,Sp8 transcription factor,221833,299499,320145,BTD,yes,17509151,Q8IXZ3,,"Q8BMJ8,Q5QR90"
SP9,Sp9 transcription factor,100131390,366078,381373,ZNF990,yes,15358670,P0CG40,D3ZZ24,Q64HY3
SPDEF,SAM pointed domain containing ets transcription factor,25803,689210,30051,PDEF|RP11-375E1__A.3|BA375E1.3,yes,10625666,"B4DWH8,O95238,F5H778",B2RYE0,"Q9WTP3,B2KF86"
SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1,6688,366126,20375,OF|PU.1|SFPI1|SPI-1|SPI-A,yes,"9211934, 10523830",P17947,Q6BDS1,"P17433,Q3U5L4"
SPIB,Spi-B transcription factor (Spi-1/PU.1 related),6689,499146,272382,SPI-B,yes,10196196,"B4DUG6,Q01892",Q5EBA3,O35906
SPIC,Spi-C transcription factor (Spi-1/PU.1 related),121599,314711,20728,SPI-C,yes,12749910,Q8N5J4,D4A5A4,Q6P3D7
SPZ1,spermatogenic leucine zipper 1,84654,499510,79401,NYD-TSP1,yes,11165476,Q9BXG8,Q6AXY9,Q99MY0
SREBF1,sterol regulatory element binding transcription factor 1,6720,78968,20787,SREBP-1C|SREBP1|BHLHD1,yes,11829742,P36956,P56720,Q9WTN3
SREBF2,sterol regulatory element binding transcription factor 2,6721,300095,20788,SREBP2|BHLHD2,yes,7903453,"Q8NCY3,Q12772",Q3T1I5,Q3U1N2
SRF,serum response factor (c-fos serum response element-binding transcription factor),6722,501099,20807,MCM1,yes,"11278806, 15728583, 16170155",P11831,,Q9JM73
SRY,sex determining region Y,6736,25221,21674,SRXX1|SRXY1|TDF|TDY,yes,"7813448, 8190643","A7WPU8,Q05066",Q9ERV8,"Q05738,Q53WV7"
ST18,suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein),9705,266680,240690,ZNF387,yes,18676404,O60284,Q9QX27,"Q148A0,Q80TY4"
STAG1,0,0,0,0,0,yes,22780989,,,
STAG2,0,0,0,0,0,yes,22780989,,,
STAT1,"signal transducer and activator of transcription 1, 91kDa",6772,25124,20846,CANDF7|ISGF-3|STAT91,yes,12859963,P42224,"Q6P6Q7,Q9QXK0","Q99K94,Q8CFQ1,Q8C3V4,Q8C8M3,Q8C497"
STAT2,"signal transducer and activator of transcription 2, 113kDa",6773,288774,20847,ISGF-3|P113|STAT113,yes,"15668228, 16689942","B4DLC7,P52630,G3V2M6",Q5XI26,Q9QXJ2
STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),6774,25125,20848,APRF|HIES,yes,8530402,P40763,P52631,"P42227,Q6GU23"
STAT4,signal transducer and activator of transcription 4,6775,367264,20849,SLEB11,yes,12372421,Q14765,Q66HB2,"Q3V157,P42228"
STAT5A,signal transducer and activator of transcription 5A,6776,24918,20850,MGF|STAT5,yes,12393611,"P42229,Q59GY7,A8K6I5",Q62771,"Q3UZ79,B2C3G8,P42230,Q9JIA0"
STAT5B,signal transducer and activator of transcription 5B,6777,25126,20851,STAT5,yes,9852045,P51692,P52632,P42232
STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",6778,362896,20852,D12S1644|IL-4-STAT|STAT6B|STAT6C,yes,"7760829, 8810328","A8K4S9,B7ZA27,P42226,F5GXI9,B4DQB3",Q1KQ07,P52633
STK16,serine/threonine kinase 16,8576,286927,20872,KRCT|MPSK|PKL12|TSF1,yes,10947953,O75716,P57760,"O88697,Q8BSV9"
SUB1,SUB1 homolog (S. cerevisiae),10923,192269,20024,P15|PC4|P14,yes,18836447,"Q6IBA2,P53999",Q63396,P11031
SUZ12,suppressor of zeste 12 homolog (Drosophila),23512,0,52615,CHET9|JJAZ1,yes,15225548,"A8K1U9,Q15022",,"Q80U70,E9PW15"
T,"T, brachyury homolog (mouse)",6862,292301,20997,TFT,yes,8344258,"O15178,E7ERD6",D4A4W8,"Q78ZW9,P20293"
TAL1,T-cell acute lymphocytic leukemia 1,6886,313507,21349,SCL|TCL5|BHLHA17|TAL-1,yes,8289805,P17542,,"Q3TZH7,P22091"
TARDBP,TAR DNA binding protein,23435,298648,230908,ALS10|TDP-43,yes,18836447,"Q13148,Q9H256",I6L9G6,"Q8BUM1,Q6VYI5,Q8R0B4,Q6VYI4,Q921F2,Q8BLD4,Q544R5"
TBPL1,TBP-like 1,9519,689030,237336,MGC:8389|MGC:9620|STUD|TLF|TLP|TRF2,yes,15767669,P62380,D4A898,P62340
TBR1,"T-box, brain, 1",10716,680427,21375,TBR-1|TES-56,yes,10749215,Q16650,,Q64336
TBX1,T-box 1,6899,360737,21380,CAFS|CTHM|DGCR|DGS|DORV|TBX1C|TGA|VCFS,yes,11111039,"Q152R5,D9ZGG0,O43435",D4A2E9,"B9EII4,P70323"
TBX10,T-box 10,347853,688822,109575,TBX13|TBX7,yes,20162674,O75333,D3ZAQ3,Q810F8
TBX15,T-box 15,6913,295315,21384,TBX14,yes,17584735,"Q8N8P2,Q96SF7",D3ZJ07,O70306
TBX18,T-box 18,9096,315870,76365,-,yes,17584735,O95935,D4A1V6,"G3X919,Q9EPZ6,Q8C003"
TBX19,T-box 19,9095,304935,83993,TBS19|TPIT|DJ747L4.1,yes,11290323,"O60806,B3KRD9",D3Z977,Q99ME7
TBX2,T-box 2,6909,303398,21385,-,yes,11111039,Q13207,,"Q3UET7,Q60707"
TBX20,T-box 20,57057,315497,57246,ASD4,yes,15843407,Q9UMR3,,Q9ES03
TBX21,T-box 21,30009,303496,57765,T-PET|T-BET|TBET|TBLYM,yes,10761931,Q9UL17,D3ZCM2,"Q3U150,Q9JKD8"
TBX22,T-box 22,50945,302369,245572,CLPA|CPX|TBXX|DJ795G23.1,yes,11024289,"B3KUL8,Q9Y458",D3ZMK6,"Q8K402,B1ATQ1,E9Q5R8"
TBX3,T-box 3,6926,353305,21386,TBX3-ISO|UMS|XHL,yes,11689487,O15119,Q7TST9,"Q8BJW3,Q8BU76,Q8BG45,P70324,Q4VA43"
TBX4,T-box 4,9496,303399,21387,SPS,yes,10945475,P57082,D4A0A2,"P70325,Q8BSY3"
TBX5,T-box 5,6910,304514,21388,HOS,yes,11555635,"Q96TB0,Q99593,A6ND77",Q5I2P1,"Q5CZX7,P70326"
TBX6,T-box 6,6911,365371,21389,-,yes,15986483,O95947,D3ZJK7,P70327
TCF12,transcription factor 12,6938,25720,21406,HEB|HTF4|HST17266|BHLHB20,yes,8163514,Q99081,P51514,"Q3UZA4,Q61286,Q3UXQ3,Q3TE72,Q3UZ69"
TCF15,transcription factor 15 (basic helix-loop-helix),6939,296272,21407,EC2|PARAXIS|BHLHA40,yes,8825648,"A4LBB6,Q12870,Q6NVX3",D3ZEK9,"A2ANR5,Q60756"
TCF20,transcription factor 20 (AR1),6942,366964,21411,AR1|SPBP,yes,"7760812, 10995766",Q9UGU0,D3ZG21,"B9EHJ7,Q80U46,Q66JM6,E9QKY7"
TCF21,transcription factor 21,6943,252856,21412,POD1|BHLHA23,yes,15919722,O43680,Q498R2,O35437
TCF3,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),6929,171046,21423,E2A|E47|ITF1|TCF-3|VDIR|BHLHB21,yes,14627819,P15923,,"E9PWE4,E9PVV2,E9PWE2,P15806,E9PVV1"
TCF4,transcription factor 4,6925,84382,21413,E2-2|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|TCF-4|BHLHB19,yes,8978694,"B7Z5M6,E9PH57,H3BTP3,B3KVA4,G0LNU5,B3KT62,P15884,B3KUC0,B4DUG3",Q62655,"Q8BPX7,Q60722"
TCF7,"transcription factor 7 (T-cell specific, HMG-box)",6932,363595,21414,TCF-1,yes,7579399,P36402,D3ZLD0,"Q80UF1,Q00417"
TCF7L1,"transcription factor 7-like 1 (T-cell specific, HMG-box)",83439,312451,21415,TCF-3|TCF3,yes,2493990,Q9HCS4,,"A1A550,A1A549,Q9Z1J1,Q3TPB1"
TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box)",6934,679869,21416,TCF-4|TCF4,yes,"9727977, 15576399","C6ZRK0,C6ZRK1,C6ZRK2,F8W7T5,B4DRJ8,F8W742,Q6FHW4,C6ZRJ7,Q9NQB0,C6ZRK5,C6ZRJ9,B9X074,C6ZRJ8",,"E9QQ91,Q8BS68,D3YWT3,E9Q990,E9QQ90,Q924A0,Q8CAI6,Q80WT9"
TCFL5,transcription factor-like 5 (basic helix-loop-helix),10732,311715,277353,CHA|E2BP-1|FIGLB|BHLHE82,yes,15585666,"Q9UL49,Q86TP4",,Q32NY8
TEAD1,TEA domain family member 1 (SV40 transcriptional enhancer factor),7003,361630,21676,AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1,yes,1851669,"A4FUP2,P28347,Q59EF3",Q6QQU2,"Q6PAQ8,Q3USK5,P30051,Q3UFP5,Q80W05"
TEAD2,TEA domain family member 2,8463,308582,21677,ETF|TEAD-2|TEF-4|TEF4,yes,11279002,"Q15562,B4DTJ6,Q8NA25",B5DF69,"P48301,Q3UPV9"
TEAD4,TEA domain family member 4,7004,0,21679,EFTR-2|RTEF1|TCF13L1|TEF-3|TEF3|TEFR-1|HRTEF-1B,yes,8631987,"Q8NEV5,Q15561",,Q62296
TEF,thyrotrophic embryonic factor,7008,29362,21685,-,yes,14702338,Q10587,P41224,Q9JLC6
TFAM,"transcription factor A, mitochondrial",7019,83474,21780,MTTF1|MTTFA|TCF6|TCF6L1|TCF6L2|TCF6L3,yes,2035027,"E5KSU5,Q00059,A8MRB2",Q91ZW1,P40630
TFAP2A,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),7020,306862,21418,AP-2|AP-2ALPHA|AP2TF|BOFS|TFAP2,yes,11522791,"Q5TAV5,P05549",G3V9A8,"Q3UL09,Q8BPN4,P34056"
TFAP2B,transcription factor AP-2 beta (activating enhancer binding protein 2 beta),7021,301285,21419,AP-2B|AP2-B,yes,7555706,"Q92481,A8K557",,"E9Q5N4,Q61313,Q8CCV4"
TFAP2C,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma),7022,362280,21420,AP2-GAMMA|ERF1|TFAP2G|HAP-2G,yes,10497269,Q92754,Q4V8P9,"Q3ULB3,Q61312"
TFAP2D,transcription factor AP-2 delta (activating enhancer binding protein 2 delta),83741,301284,226896,TFAP2BL1,yes,"11522791, 11522791",Q7Z6R9,D3ZYF2,Q91ZK0
TFAP2E,transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon),339488,313596,332937,AP2E,yes,"14572467, 14572467",Q6VUC0,D3ZJ69,Q6VUP9
TFAP4,transcription factor AP-4 (activating enhancer binding protein 4),7023,360482,83383,AP-4|BHLHC41,yes,2833704,Q01664,D3ZJT6,Q9JIZ5
TFCP2,transcription factor CP2,7024,315309,21422,LBP1C|LSF|LSF1D|SEF|TFCP2C,yes,15232220,Q12800,B4F788,Q9ERA0
TFCP2L1,transcription factor CP2-like 1,29842,304741,81879,CRTR1|LBP-9|LBP9,yes,20661472,Q9NZI6,D3ZHA6,Q3UNW5
TFDP1,transcription factor Dp-1,7027,0,21781,DP1|DRTF1|DP-1,yes,8405995,Q14186,,"Q3V3X3,Q08639"
TFDP2,transcription factor Dp-2 (E2F dimerization partner 2),7029,300947,211586,DP2,yes,7739537,"E9PFC3,Q14188,Q9UG28,B7Z8C8,F8WAI2",B5DF82,"Q8BHD2,Q3TY79,J3QK26,Q8C537,E9PWL5,Q8C8M7,F6QG91,Q56A02"
TFDP3,"transcription factor Dp family, member 3",51270,0,0,CT30|DP4|HCA661,yes,17062573,Q5H9I0,,
TFE3,transcription factor binding to IGHM enhancer 3,7030,317376,209446,RCCP2|RCCX1|TFEA|BHLHE33,yes,"10707962, 15994295","P19532,B4DIA5",D3ZAW6,"A2AEW0,A2AEW1,Q64092"
TFEB,transcription factor EB,7942,316214,21425,ALPHATFEB|BHLHE35|TCFEB,yes,16936731,P19484,Q4KLM8,"Q8C5F1,Q3UKG7,Q6P203,Q9R210"
TFEC,transcription factor EC,22797,26296,21426,TCFEC|TFE-C|TFEC-L|TFECL|BHLHE34|HTFEC-L,yes,8336698,O14948,Q63302,Q9WTW4
TGFB1I1,transforming growth factor beta 1 induced transcript 1,7041,84574,21804,ARA55|HIC-5|HIC5|TSC-5,yes,9722648,O43294,Q99PD6,Q62219
TGIF1,TGFB-induced factor homeobox 1,7050,316742,21815,HPE4|TGIF,yes,8537382,"A6NE42,Q15583",Q5BJZ9,"G3UWC5,Q3TVD4,P70284"
TGIF2LX,"TGFB-induced factor homeobox 2-like, X-linked",90316,0,245583,TGIFLX,yes,8537382,Q8IUE1,,Q8K5B9
THAP11,THAP domain containing 11,57215,307806,59016,CTG-B43A|CTG-B45D|RONIN,yes,19008924,Q96EK4,D3ZHX2,Q9JJD0
THRA,"thyroid hormone receptor, alpha",7067,81812,21833,AR7|CHNG6|EAR7|ERB-T-1|ERBA|ERBA1|NR1A1|THRA1|THRA2|C-ERBA-1,yes,"8559662, 11773435","Q6FH41,P10827","G3V764,P63059",P63058
THRB,"thyroid hormone receptor, beta",7068,24831,21834,C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2,yes,1648451,"F1D8N7,P10828",Q3HW36,"Q3UZT5,P37242"
TLE4,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",7091,25565,21888,BCE-1|BCE1|E(SPI)|ESG|ESG4|GRG4,yes,15729346,"O60756,Q04727",,"Q9WUL2,Q62441"
TLX1,T-cell leukemia homeobox 1,3195,499361,21908,HOX11|TCL3,yes,15944191,P31314,D4A270,Q9QX99
TLX2,T-cell leukemia homeobox 2,3196,680117,21909,HOX11L1|NCX,yes,10869550,O43763,D4A3P8,Q61663
TOX2,TOX high mobility group box family member 2,84969,311615,269389,C20ORF100|GCX-1|DJ1108D11.2|DJ495O3.1,yes,14764631,"E1P5X0,Q96NM4,G3XAC7","Q76IQ7,F1M8E3",E9Q0B9
TOX3,TOX high mobility group box family member 3,27324,291908,244579,CAGF9|TNRC9,yes,21172805,O15405,,Q80W03
TP53,tumor protein p53,7157,24842,22059,BCC7|LFS1|P53|TRP53,yes,12082536,"H2EHT1,P04637,Q53GA5",P10361,"Q3UGQ1,Q80ZA1,Q549C9,P02340"
TP63,tumor protein p63,8626,246334,22061,AIS|B(P51A)|B(P51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|P40|P51|P53CP|P63|P73H|P73L,yes,19458633,Q9H3D4,Q9JJP6,"Q3UVI3,O88898,Q5CZX0,Q569E5"
TP73,tumor protein p73,7161,362675,22062,P73,yes,9823311,"O15350,C9J521,B7Z7J4",D4AA88,"Q9JJP2,Q9D6A3"
TRPS1,trichorhinophalangeal syndrome I,7227,299897,83925,GC79|LGCR,yes,11285235,Q9UHF7,D3ZEM6,G3UW90
TSC22D1,"TSC22 domain family, member 1",8848,498545,21807,PTG-2|TGFB1I4|TSC22,yes,"9022669, 10488076","B3KRL7,Q15714,A8K3Y6","D3Z8M8,P62501","D3YW86,Q3UXU0,P62500,E9QLZ1"
TSHZ1,teashirt zinc finger homeobox 1,10194,307217,110796,CAA|NY-CO-33|SDCCAG33|TSH1,yes,17586487,"Q6ZSZ6,A7YF73",,Q5DTH5
TSHZ2,teashirt zinc finger homeobox 2,128553,0,228911,C20ORF17|OVC10-2|TSH2|ZABC2|ZNF218,yes,19745106,"J3KNQ0,Q9NRE2,B7Z7W1",,"A2AHS4,Q68FE9"
TSHZ3,teashirt zinc finger homeobox 3,57616,308523,243931,TSH3|ZNF537,yes,19745106,Q63HK5,D3ZKB9,Q8CGV9
TULP1,tubby like protein 1,7287,309900,22157,LCA15|RP14|TUBL1,yes,10591637,O00294,D3ZWB5,Q9Z273
TULP2,tubby like protein 2,7288,361576,56734,CT65|TUBL2,yes,10591637,O00295,Q5XFX6,P46686
TULP4,tubby like protein 4,56995,499016,68842,TUSP,yes,16854212,Q9NRJ4,D3ZFM2,"Q9JIL5,Q69ZK3,Q3UH13"
TWIST1,twist basic helix-loop-helix transcription factor 1,7291,85489,22160,ACS3|BPES2|BPES3|CRS1|SCS|TWIST|BHLHA38,yes,19802001,Q15672,Q9EPJ1,P26687
TXK,TXK tyrosine kinase,7294,305311,22165,BTKL|PSCTK5|PTK4|RLK|TKL,yes,11859127,P42681,Q501W1,"Q0VBP6,P42682,B2RQ20"
